length_m,objectid,featuretype,description,class,name,operationalstatus,state,spatialconfidence,revised,ga_guid,capacitykv,comment_,st_lengthshape
14.36416348,1695,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Snowtown Wind Farm Stage 2 to Snowtown Wind Farm Stage 2 Substation,Operational,South Australia,3,2014/06/13 00:00:00+00,{5F444061-790D-444E-87BB-CC4E4426B4BE},275,,0.000132268140376793
4655.0954341,1696,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Waterloo to Waterloo East,Operational,South Australia,4,2012/07/10 00:00:00+00,{724CB2C7-FB77-4097-97CB-F993BF32D8CD},132,,0.0480636856983459
49879.27571183,1697,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Cape Lambert Power Station to Yurralyi Maya Substation,Operational,Western Australia,5,2013/09/22 00:00:00+00,{670EE306-854B-47FB-926F-FB13BCD2ABBB},220,,0.471804995428939
5133.01310451,1698,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Cape Lambert Power Station to Cape Lambert Loader (East),Operational,Western Australia,5,2014/06/27 00:00:00+00,{D65967A8-8176-46ED-B520-732D9CBEE094},33,,0.0473937585227405
4998.63834178,1699,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Cape Lambert Power Station to Cape Lambert Loader,Operational,Western Australia,5,2014/06/27 00:00:00+00,{C12E7BBB-4741-4F6A-B988-84184381EFF4},33,,0.0461190442777306
50560.32633524,1700,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Tungatinah to Meadowbank,Operational,Tasmania,5,2016/03/02 00:00:00+00,{A479DB37-0816-4FA0-B1AC-53069A81BA8E},110,,0.54113546754059
20493.95916421,1701,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Elaine to Ballarat Terminal,Operational,Victoria,5,2016/03/02 00:00:00+00,{63596C3B-52BD-4E2F-BBA5-2C0355ECCD08},220,,0.19615780660093
10128.36586057,1702,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Whyalla Terminal to Cultana,Operational,South Australia,5,2016/03/02 00:00:00+00,{6102B6BC-1978-4FBE-B303-18327B127E62},132,,0.0940872953346083
71.80519877,1703,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Middleback Tee,Operational,South Australia,5,2016/03/02 00:00:00+00,{AD5DA3A3-89C7-47BC-9D05-44A7A4CFD4A8},132,,0.000694089921672108
41376.63565653,1704,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Dapto to Fairfax Lane,Operational,New South Wales,5,2016/03/02 00:00:00+00,{35B81126-5033-4634-A252-354BE832284E},132,,0.433414280814011
117.19051801,1705,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Heron Creek Tee,Operational,New South Wales,4,2016/03/02 00:00:00+00,{1348C35B-298D-4E34-8BA8-4AD9FD28807D},132,,0.00122532417591615
2896.8946981,1706,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Lane Cove to Top Ryde,Operational,New South Wales,1,2016/03/02 00:00:00+00,{77043720-5744-4DDC-8393-1B23F31C9648},132,,0.0312873924891923
6135.84433275,1707,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Mason Park to Top Ryde,Operational,New South Wales,1,2016/03/02 00:00:00+00,{1DC04FC0-1106-4235-A2EB-2608DFEDCF1B},132,,0.0593828278963389
9034.05442188,1708,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Morisset to Eraring 132,Operational,New South Wales,5,2016/03/02 00:00:00+00,{D4E16F12-2ABD-45C9-AB0D-4CE2C48F7508},132,,0.0867508578313788
12477.66868113,1709,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Rathmines to Newcastle,Operational,New South Wales,5,2016/03/02 00:00:00+00,{D01F26B2-5DE0-4207-A9FC-BCBD270A6E37},132,,0.114795153752847
6958.97899017,1710,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Eraring 132 Tee to Rathmines,Operational,New South Wales,5,2016/03/02 00:00:00+00,{B32EEFC1-9F0D-4A91-B0F6-50107CAEE155},132,,0.0695629701239836
2195.37145967,1711,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Dalley Street to Surry Hills,Operational,New South Wales,1,2016/03/02 00:00:00+00,{86C45F80-CA47-4658-B90C-D3BD7B0BFD6E},132,,0.0199140865576738
1814.7312727,1712,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Waverley to Rose Bay,Operational,New South Wales,1,2016/03/02 00:00:00+00,{33E2F738-7ECD-44A4-B656-8C60154B97B8},132,,0.0174257955846675
5467.02494112,1713,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Campbell to Rose Bay,Operational,New South Wales,1,2016/03/02 00:00:00+00,{C8353A43-AED0-4508-9BF1-E5680E9CC5FE},132,,0.0590807403712723
2823.52147612,1714,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Clovelly to Double Bay,Operational,New South Wales,1,2016/03/02 00:00:00+00,{02E70EE8-B4D4-43FD-ABFC-B54393800C9A},132,,0.0254662139296978
3310.83740216,1715,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Hurstville North to Peakhurst,Operational,New South Wales,1,2016/03/02 00:00:00+00,{3268F429-F5B8-41E0-851B-1A27248D54D8},132,,0.0350308020675552
3988.81963193,1716,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Quakers Hill to Doonside,Operational,New South Wales,1,2016/03/02 00:00:00+00,{1DBCFC27-6BC9-486B-A876-6DE3F755CEA6},132,,0.0362238079085013
2713.30351305,1717,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Doonside to Huntingwood,Operational,New South Wales,1,2016/03/02 00:00:00+00,{6BFCF9BF-2794-4945-938C-E383903B24DB},132,,0.0247983363803742
5242.39061035,1718,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Huntingwood to Blacktown,Operational,New South Wales,1,2016/03/02 00:00:00+00,{5F2712E8-90B6-4ABF-B4D1-6B93C729C468},132,,0.0563642647637657
3552.37601211,1719,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Blacktown to Arndell Park,Operational,New South Wales,1,2016/03/02 00:00:00+00,{F0EFA122-48EC-4BEA-BD98-594BBCE2FE29},132,,0.03753513090867
3207.34327048,1720,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Surry Hills to Double Bay,Operational,New South Wales,1,2016/03/02 00:00:00+00,{2F1290AF-6601-41A8-B084-1B18794C53AE},132,,0.0346630757494888
3205.25552057,1721,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Campbell to Double Bay,Operational,New South Wales,1,2016/03/02 00:00:00+00,{46BE07AB-D1A3-408F-8F56-B2D93631C911},132,,0.0345625311534875
3291.63314413,1722,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Hurstville North to Kogarah,Operational,New South Wales,1,2016/03/02 00:00:00+00,{7E1D0763-8059-42F0-901B-2AABC6FA2060},132,,0.0345234590167137
5086.58700115,1723,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Waverley to Belmore Park,Operational,New South Wales,1,2016/03/02 00:00:00+00,{3BD46667-CC90-4965-960D-D74321F96ACE},132,,0.0544249047177074
522.2286749,1724,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Surry Hills to Belmore Park,Operational,New South Wales,1,2016/03/02 00:00:00+00,{0897F9F1-D70A-4D2E-8D2C-7BBB5001D4BC},132,,0.00536541680852727
507.53184696,1725,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Haymarket to Belmore Park,Operational,New South Wales,1,2016/03/02 00:00:00+00,{26C4D918-1C51-4AC7-9302-A5A50E364D11},132,,0.0053802019703181
4416.29833754,1726,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Canterbury to Marrickville,Operational,New South Wales,1,2016/03/02 00:00:00+00,{AAC42EB3-8FE7-4776-8603-02D46E4E5A4F},132,,0.0473316620654262
187.40571023,1727,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Beaconsfield South to Beaconsfield North,Operational,New South Wales,3,2016/03/02 00:00:00+00,{F4EA95EA-F9B8-448C-A82F-7A7647C75A6C},132,,0.00183861331529039
650.08581662,1728,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Beaconsfield North to Green Square,Operational,New South Wales,1,2016/03/02 00:00:00+00,{E6BB2BED-3C95-4ACE-9B7F-4EF8C7F89E0E},132,,0.00689188000390999
3884.5628466,1729,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Haymarket to Beaconsfield North,Operational,New South Wales,1,2016/03/02 00:00:00+00,{E6847FFF-FD36-47A9-BDA7-69C1CE7A96A9},132,,0.0359047473885386
291.73191438,1730,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Surry Hills to Campbell,Operational,New South Wales,1,2016/03/02 00:00:00+00,{CD8B8F02-0C11-4731-81B1-1118C44CDE87},132,,0.00263458356615411
2289.74068883,1731,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Marrickville to Beaconsfield South,Operational,New South Wales,1,2016/03/02 00:00:00+00,{012105EE-906D-47D0-8105-F8E66384DB8C},132,,0.0246404399241126
5264.74655385,1732,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Granville to Guilford,Operational,New South Wales,1,2016/03/02 00:00:00+00,{CA67497A-4D2F-4070-AF93-C90B2C466353},132,,0.0552340576352153
1051.96777337,1733,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,West Parramatta to East Parramatta,Operational,New South Wales,1,2016/03/02 00:00:00+00,{595191AA-B005-450A-B64E-619CD83E394D},132,,0.0112884182188614
998.4284284,1734,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,North Parramatta to East Parramatta,Operational,New South Wales,1,2016/03/02 00:00:00+00,{691A70C4-2C72-4761-97D2-E69D3658E1C5},132,,0.00902201569939084
2169.41658352,1735,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,East Parramatta to Camellia,Operational,New South Wales,1,2016/03/02 00:00:00+00,{3541EE68-9681-4949-BB26-7626E9FFEF0E},132,,0.0225384834483792
6159.51998785,1736,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,East Parramatta to Guildford,Operational,New South Wales,1,2016/03/02 00:00:00+00,{D83B2614-8F4A-48DD-B737-544443A25FA8},132,,0.06260825382164
5540.99988446,1737,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,West Parramatta to Guildford,Operational,New South Wales,1,2016/03/02 00:00:00+00,{B38D5FAA-5C30-4406-8CF3-209F568DAF2F},132,,0.0549083893440985
12743.69702988,1738,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Rookwood to Holroyd,Operational,New South Wales,1,2016/03/02 00:00:00+00,{CEE92671-2131-4D95-8DCC-26FD4B408943},330,,0.131998777823661
3973.47584067,1739,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Guildford to Holroyd,Operational,New South Wales,1,2016/03/02 00:00:00+00,{654BE74C-CC2E-4893-8EC3-535FE2467C4B},132,,0.0416321472908709
7268.17043642,1740,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Guilford to Camellia,Operational,New South Wales,1,2016/03/02 00:00:00+00,{EE1E300C-4EEB-49B3-B4F0-6ED913BA6A04},132,,0.0768348665831178
7125.55435888,1741,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Guilford to West Wetherill,Operational,New South Wales,1,2016/03/02 00:00:00+00,{2A42AB7D-3470-4A70-B28E-944B46F2A641},132,,0.0767697209887699
3611.61828301,1742,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Greenacre Park to Bankstown,Operational,New South Wales,1,2016/03/02 00:00:00+00,{F8E8197E-66B2-49F1-AC5B-048225438024},132,,0.0325704503710957
1805.90610405,1743,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Greenacre Park to Potts Hill,Operational,New South Wales,1,2016/03/02 00:00:00+00,{84457C81-9264-4DA3-8EC8-8B2008E5EA5D},132,,0.0163012009099983
2195.07028326,1744,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Sefton to Potts Hill,Operational,New South Wales,1,2016/03/02 00:00:00+00,{F9AF37AD-13DB-408B-A180-B4744CEE1407},132,,0.023724304038483
4754.13616189,1745,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Rookwood Rd to Bankstown,Operational,New South Wales,1,2016/03/02 00:00:00+00,{8DA6D640-AA39-4189-A47D-FD4D61BA9296},132,,0.0428789554062509
817.57166678,1746,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Rookwood Rd to Potts Hill,Operational,New South Wales,1,2016/03/02 00:00:00+00,{DDAFD268-168D-44A5-AA01-4276F999FC0B},132,,0.00791187916835896
5226.30806112,1747,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Bankstown to Sydney South,Operational,New South Wales,1,2016/03/02 00:00:00+00,{3AA18D5C-D321-465A-8457-DA9E999250EB},132,,0.0493219388033372
5731.25586104,1748,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Sydney West to West Wetherill,Operational,New South Wales,1,2016/03/02 00:00:00+00,{A33C693E-90EB-4255-8DD3-88F9B1244053},132,,0.0594761292962206
8276.61529953,1749,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Sydney West to Wetherill Park (Underground),Operational,New South Wales,1,2016/03/02 00:00:00+00,{01C69C13-3DF3-4348-8C08-323E0E0CE6ED},132,,0.0877259371488378
8139.78445407,1750,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Lane Cove to Dalley St,Operational,New South Wales,1,2016/03/02 00:00:00+00,{DA195DBE-7FB0-4793-9CB8-196ACB664A2A},132,,0.0811776159507867
4713.79734279,1751,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Rockdale to New Canterbury,Operational,New South Wales,5,2020/03/17 00:00:00+00,{73AAA314-F9BD-46DF-A42D-52FA89E5250A},132,,0.0464348003379674
7000.4586927,1752,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Kogarah to Marrickville,Operational,New South Wales,1,2016/03/02 00:00:00+00,{3F692BE5-5C79-49BA-B9DA-486DABA5DEDD},132,,0.065937488837991
2574.12928589,1753,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Homebush Bay to Mason Park,Operational,New South Wales,1,2016/03/02 00:00:00+00,{F788EEB3-76E0-4FC0-85C5-2A0883387335},132,,0.0232238632157567
4948.61361385,1754,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Dubbo to Dubbo West,Operational,New South Wales,1,2016/03/02 00:00:00+00,{1C032C1E-8832-495A-BD49-E181F5EF68D6},132,,0.0518640027046838
32183.98370105,1755,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Dubbo West to Narromine South,Operational,New South Wales,1,2016/03/02 00:00:00+00,{ADFE22E7-5BD9-4527-B6FB-311269632521},132,,0.336717059440677
3698.57408734,1756,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Narromine to Narromine South,Operational,New South Wales,5,2016/03/02 00:00:00+00,{BD7DCA8E-E598-42C9-A221-6034741B9F54},132,,0.0359999405111877
335.02364793,1757,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Nevertire to Dubbo Tee,Operational,New South Wales,1,2016/03/02 00:00:00+00,{CAC739B3-6D7C-4C13-B5D1-023A53243824},132,,0.00314127160242014
76229.99271564,1758,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Wagin to Kojonup Tee,Operational,Western Australia,5,2016/03/24 00:00:00+00,{7284DB8E-26C3-42E2-88C9-D0E10B145A5C},66,,0.736633686491975
4248.41943842,1759,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Kojonup to Kojonup Tee,Operational,Western Australia,5,2016/03/24 00:00:00+00,{7708C9AA-E9DD-410C-A57B-C829BB64F168},66,,0.0431225102710036
182738.83491099,1760,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Katherine to Daly Waters,Operational,Northern Territory,4,2016/03/30 00:00:00+00,{274828A7-8FDC-4A46-82F6-9ADA0ED942DC},66,,1.67174141995522
59260.62963229,1761,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Katherine tee to Beswick,Operational,Northern Territory,4,2016/03/30 00:00:00+00,{916EB8A7-1448-4BD0-B116-B2D8C10C20E6},66,,0.545556978512813
27300.48158192,1762,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Tennant Creek to Barkley Hwy,Operational,Northern Territory,1,2016/03/30 00:00:00+00,{26B6FFCA-F2B9-418B-8816-CF1F3EC1DB91},33,,0.2486812665523
151018.70751577,1763,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Tennant Creek to Ali Carung Rd,Operational,Northern Territory,1,2016/03/30 00:00:00+00,{A4488FCD-9F4E-462C-B9EF-4CCC9B631AB5},33,,1.36994843200379
102027.3882075,1764,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Dundee Beach to McMinns Tee,Operational,Northern Territory,2,2016/03/30 00:00:00+00,{E2146053-85BB-4E6B-BAFA-7D35C6B82BD1},22,,0.93350521236677
4263.18651404,1765,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Moree Solar to Tee,Operational,New South Wales,3,2016/11/25 00:00:00+00,{3A2EAAD4-70C8-434C-A8FD-93D39F7EE3F0},132,,0.0416268987651288
1561.11470891,1766,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Eastlake to tee,Operational,Australian Capital Territory,4,2016/11/14 00:00:00+00,{4BE809A0-90B4-4499-83AE-D6755B7C4788},132,,0.0146646250521998
3996.04823448,1767,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Three Springs to Three Springs Terminal,Operational,Western Australia,4,2016/11/21 00:00:00+00,{80987700-9EC8-4E61-9FCD-D5E1CF73E5BC},132,,0.0402813375684689
67906.50498724,1768,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Three Springs to Golden Grove,Operational,Western Australia,5,2012/07/10 00:00:00+00,{99918CFD-E9EF-4E1E-A0CC-D4CE7581EC00},132,,0.675480818123301
6439.49923405,1769,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Malaga to Belmont (South),Operational,Western Australia,3,2012/07/10 00:00:00+00,{FB4691E2-44A3-401D-83B1-E0D4144D221B},132,,0.062841276381262
1535.02510217,1770,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Pinjar Terminal,Operational,Western Australia,4,2016/11/21 00:00:00+00,{97F88C26-A096-4A7A-A6A8-76A1D70ADEFE},132,,0.0145352725232856
158556.50045116,1771,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Kojonup to Albany,Operational,Western Australia,4,2016/11/21 00:00:00+00,{6631BA00-A0A2-4BB6-B7E3-569BCBF5994E},132,,1.51165031716254
102996.05094109,1772,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Kojonup to Mount Barker,Operational,Western Australia,4,2016/11/21 00:00:00+00,{7DDF9CE2-8A67-4EB2-A40D-AD358C029125},132,,0.974518894677305
48892.38447583,1773,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Albany to Mount Barker,Operational,Western Australia,4,2016/11/21 00:00:00+00,{64A4028A-C4E3-47B8-9666-45D69DD474E5},132,,0.461757846559232
4731.9634419,1774,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Kemerton to Tee,Operational,Western Australia,4,2016/11/22 00:00:00+00,{A6A382B4-98B6-48F5-A91A-011238FE2249},132,,0.0491294419476069
1007.73916397,1775,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Narrogin to Narrogin South,Operational,Western Australia,4,2016/11/22 00:00:00+00,{C58344E4-F6FF-4C05-B243-36E71C8BC64A},66,,0.00920406851394396
47.00723797,1776,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,British Petroleum Refinery to Kwinana Power Partnership,Operational,Western Australia,4,2016/11/22 00:00:00+00,{3AECDA64-FAC5-42F2-875F-E868BFBA0973},66,,0.000496722874880026
451.47363054,1777,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Merredin Power Station to Merredin Terminal,Operational,Western Australia,3,2016/11/22 00:00:00+00,{20743E73-54BD-48B5-864F-704BCCB434E4},132,,0.00435858417296324
463.33126649,1778,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Neerabup to Neerabup tee,Non-Operational,Western Australia,4,2020/01/29 00:00:00+00,{49D44D87-51B2-43A1-A711-55B12BC58E7A},330,,0.00448163970019442
145.35736035,1779,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Port Stanvac to Lonsdale Power Station,Operational,South Australia,1,2016/11/30 00:00:00+00,{78D88BE3-9CC5-4F17-901D-E5384059718F},66,,0.00146506353063208
232.82752608,1780,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Port Stanvac to Port Stanvac Power Station,Operational,South Australia,1,2016/11/30 00:00:00+00,{042D5120-54EE-466C-A2CB-2E9D6302E5DC},66,,0.00228874973455206
92.27758881,1781,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Redbank to Redbank Power Station,Operational,New South Wales,2,2016/11/30 00:00:00+00,{94869FC5-FB36-4EFC-83AB-10A7AF834AB9},132,,0.000890362780908138
7017.80630626,1782,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Karabar to Googong Dam,Operational,New South Wales,4,2015/03/19 00:00:00+00,{34DD882B-A728-4A85-BDB0-A7FD5BE20A67},66,,0.0684459141737241
3730.26795831,1783,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Queanbeyan to Fyshwick,Operational,New South Wales,4,2016/12/13 00:00:00+00,{9D820E47-4813-4D86-9A1B-267BB622ECA8},132,,0.0397867432565516
3666.21831723,1784,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Queanbeyan to Fyshwick (North),Operational,New South Wales,4,2016/12/12 00:00:00+00,{844C37C3-C264-4025-B0B2-E8A8078DE5F9},132,,0.0391626067726943
40511.66064419,1785,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Queanbeyan to Captains Flat,Operational,New South Wales,4,2016/12/12 00:00:00+00,{43A88339-9980-4CEE-8645-45C52E7FF00D},66,,0.398537606603215
29492.15994099,1786,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Queanbeyan to Bungendore,Operational,New South Wales,4,2010/12/14 00:00:00+00,{F3072141-EBE9-454A-A5F3-E3516AEE2346},66,,0.301521665140824
